,binary_search,grad_descent
0,-19.99901827528185,-19.999509137640924
1,-19.986746716304953,-19.98707999600316
2,-19.974475157328058,-19.97433745444651
3,-19.962203598351163,-19.96126539224844
4,-19.949932039374268,-19.947846417176795
5,-19.937660480397373,-19.93406172860162
6,-19.925388921420478,-19.919890961728257
7,-19.913117362443582,-19.90531200974598
8,-19.900845803466687,-19.890300820035403
9,-19.888574244489792,-19.87483115976976
10,-19.876302685512897,-19.858874345238775
11,-19.864031126536002,-19.84239892796231
12,-19.851759567559107,-19.825370329067912
13,-19.83948800858221,-19.807750411383157
14,-19.827216449605316,-19.789496976103134
15,-19.81494489062842,-19.77056316755138
16,-19.802673331651526,-19.750896765205955
17,-19.79040177267463,-19.7304393364581
18,-19.778130213697736,-19.709125216014233
19,-19.76585865472084,-19.686880267740566
20,-19.753587095743946,-19.66362037107134
21,-19.74131553676705,-19.6392495553814
22,-19.729043977790155,-19.613657679778193
23,-19.71677241881326,-19.586717519314746
24,-19.704500859836365,-19.55828106664321
25,-19.69222930085947,-19.52817478279652
26,-19.679957741882575,-19.49619341966921
27,-19.66768618290568,-19.46209186965744
28,-19.655414623928785,-19.425574241158476
29,-19.64314306495189,-19.386278954660778
30,-19.630871505974994,-19.34375800156517
31,-19.6185999469981,-19.297447422015505
32,-19.606328388021204,-19.246624190071536
33,-19.59405682904431,-19.19034135786587
34,-19.581785270067414,-19.127327089100614
35,-19.56951371109052,-19.055821031138365
36,-19.557242152113623,-18.973296257257797
37,-19.54497059313673,-18.875959427234918
38,-19.532699034159833,-18.75779082870471
39,-19.520427475182938,-18.60855922619452
40,-19.508155916206043,-18.40945225029117
41,-19.495884357229148,-18.124225477932484
42,-19.483612798252253,-17.70512057818589
43,-19.471341239275358,-17.275951604076376
44,-19.459069680298462,-17.08055536231497
45,-19.446798121321567,-17.022441837379265
46,-19.434526562344672,-17.006227215093165
47,-19.422255003367777,-17.00172740903925
48,-19.409983444390882,-17.00047916620592
49,-19.397711885413987,-17.00013291572959
50,-19.38544032643709,-17.000036869437928
51,-19.373168767460196,-17.00001022719766
52,-19.3608972084833,-17.000002836917997
53,-19.348625649506406,-17.000000786931473
54,-19.33635409052951,-17.00000021828658
55,-19.324082531552616,-17.00000006055042
56,-19.31181097257572,-17.000000016796054
57,-19.299539413598826,-17.000000004659054
58,-19.28726785462193,-17.000000001292374
59,-19.274996295645035,-17.00000000035849
60,-19.26272473666814,-17.00000000009944
61,-19.250453177691245,-17.00000000002758
62,-19.23818161871435,-17.000000000007653
63,-19.225910059737455,-17.00000000000212
64,-19.21363850076056,-17.000000000000586
65,-19.201366941783665,-17.000000000000163
66,-19.18909538280677,-17.000000000000043
67,-19.176823823829874,-17.000000000000032
68,-19.16455226485298,-17.000000000000032
69,-19.152280705876084,-17.000000000000032
70,-19.14000914689919,-17.000000000000032
71,-19.127737587922294,-17.000000000000032
72,-19.1154660289454,-17.000000000000032
73,-19.103194469968503,-17.000000000000032
74,-19.09092291099161,-17.000000000000032
75,-19.078651352014713,-17.000000000000032
76,-19.066379793037818,-17.000000000000032
77,-19.054108234060923,-17.000000000000032
78,-19.041836675084028,-17.000000000000032
