,binary_search,grad_descent
0,1.88369758260089,2.5115967768011864
1,1.2557983884005934,2.0092774214409492
2,0.6278991942002968,1.6074219371527594
3,2.220446049250313e-16,1.2859375497222074
4,-0.6278991942002964,1.028750039777766
5,-0.3139495971001481,0.8230000318222128
6,-0.15697479855007393,0.6584000254577702
7,-0.07848739927503685,0.5267200203662161
8,-0.039243699637518316,0.4213760162929729
9,-0.019621849818759047,0.33710081303437833
10,-0.009810924909379412,0.26968065042750267
11,-0.004905462454689595,0.21574452034200214
12,-0.0024527312273446866,0.1725956162736017
13,-0.0012263656136722323,0.13807649301888136
14,-0.0006131828068360051,0.11046119441510509
15,-0.00030659140341789153,0.08836895553208407
16,-0.00015329570170883474,0.07069516442566726
17,-7.664785085430635e-05,0.05655613154053381
18,-3.832392542704215e-05,0.045244905232427045
19,-1.9161962713410054e-05,0.036195924185941634
20,-9.580981356594005e-06,0.028956739348753306
21,-4.79049067818598e-06,0.023165391479002644
22,-2.3952453389819677e-06,0.018532313183202115
23,-1.1976226693799616e-06,0.014825850546561692
24,-5.988113345789585e-07,0.011860680437249353
25,-2.9940566717845694e-07,0.009488544349799483
26,-1.4970283347820617e-07,0.007590835479839586
27,-7.485141662808078e-08,0.006072668383871669
28,-3.742570820301809e-08,0.004858134707097335
29,-1.871285399048674e-08,0.003886507765677868
30,-9.356426884221068e-09,0.0031092062125422943
31,-4.678213331088232e-09,0.0024873649700338355
32,-2.3391065545218134e-09,0.0019898919760270683
33,-1.1695531662386042e-09,0.0015919135808216546
34,-5.847764720969996e-10,0.0012735308646573238
35,-2.9238812502619736e-10,0.001018824691725859
36,-1.4619395149079622e-10,0.0008150597533806873
37,-7.309686472309565e-11,0.0006520478027045499
38,-3.654832133924536e-11,0.0005216382421636399
39,-1.8274049647320218e-11,0.00041731059373091193
40,-9.136913801357646e-12,0.00033384847498472953
41,-4.568345878376361e-12,0.00026707877998778364
42,-2.284061916885718e-12,0.0002136630239902269
43,-1.1419199361403964e-12,0.00017093041919218153
44,-5.708489457677357e-13,0.0001367443353537452
45,-2.8531345058140533e-13,0.00010939546828299617
46,-1.4254570298824015e-13,8.751637462639693e-05
47,-7.116182919165756e-14,7.001309970111754e-05
48,-3.5469892293366263e-14,5.601047976089403e-05
49,-1.7623923844220616e-14,4.4808383808715226e-05
50,-8.700939619647792e-15,3.584670704697218e-05
51,-4.2394475073613805e-15,2.8677365637577744e-05
52,-2.0087014512181746e-15,2.2941892510062197e-05
53,-8.933284231465716e-16,1.835351400804976e-05
54,-3.3564190911077017e-16,1.4682811206439806e-05
55,-3.3564190911077017e-16,1.1746248965151845e-05
56,-1.962202806018198e-16,9.396999172121476e-06
57,-1.265094663473446e-16,7.517599337697181e-06
58,-9.165405922010702e-17,6.014079470157745e-06
59,-7.422635565648822e-17,4.811263576126196e-06
60,-6.551250387467882e-17,3.849010860900957e-06
61,-6.115557798377413e-17,3.079208688720765e-06
62,-5.897711503832178e-17,2.4633669509766122e-06
63,-5.78878835655956e-17,1.9706935607812896e-06
64,-5.734326782923252e-17,1.5765548486250317e-06
65,-5.707095996105097e-17,1.2612438789000255e-06
66,-5.69348060269602e-17,1.0089951031200205e-06
67,-5.686672905991481e-17,8.071960824960164e-07
68,-5.683269057639213e-17,6.457568659968131e-07
69,-5.681567133463078e-17,5.166054927974505e-07
70,-5.68071617137501e-17,4.1328439423796036e-07
71,-5.680290690330977e-17,3.306275153903683e-07
72,-5.68007794980896e-17,2.6450201231229465e-07
73,-5.679971579547952e-17,2.1160160984983573e-07
74,-5.679918394417447e-17,1.6928128787986858e-07
75,-5.679891801852195e-17,1.3542503030389487e-07
76,-5.679878505569569e-17,1.083400242431159e-07
77,-5.679871857428255e-17,8.667201939449272e-08
78,-5.679868533357599e-17,6.933761551559417e-08
79,-5.679866871322271e-17,5.5470092412475336e-08
80,-5.679866040304607e-17,4.437607392998027e-08
81,-5.679865624795775e-17,3.550085914398422e-08
82,-5.679865417041359e-17,2.8400687315187375e-08
83,-5.679865313164151e-17,2.27205498521499e-08
84,-5.679865261225548e-17,1.817643988171992e-08
85,-5.679865235256245e-17,1.4541151905375936e-08
86,-5.679865222271594e-17,1.1632921524300749e-08
87,-5.679865215779268e-17,9.3063372194406e-09
88,-5.679865212533106e-17,7.44506977555248e-09
89,-5.679865210910024e-17,5.956055820441984e-09
90,-5.679865210098484e-17,4.764844656353587e-09
91,-5.679865209692713e-17,3.81187572508287e-09
92,-5.679865209489828e-17,3.0495005800662956e-09
93,-5.679865209388386e-17,2.4396004640530366e-09
94,-5.679865209337664e-17,1.9516803712424292e-09
95,-5.679865209312304e-17,1.5613442969939434e-09
96,-5.679865209299624e-17,1.2490754375951547e-09
97,-5.679865209293284e-17,9.992603500761238e-10
98,-5.679865209290113e-17,7.99408280060899e-10
99,-5.679865209288528e-17,6.395266240487193e-10
