,binary_search,grad_descent
0,-18.999509137640924,-19.999509137640924
1,-16.999508899222345,-19.98707999600316
2,-16.999509137640917,-19.97433745444651
3,-16.999509137640917,-19.96126539224844
4,-16.999509137640917,-19.947846417176795
5,-16.999509137640917,-19.93406172860162
6,-16.999509137640917,-19.919890961728257
7,-16.999509137640917,-19.90531200974598
8,-16.999509137640917,-19.890300820035403
9,-16.999509137640917,-19.87483115976976
10,-16.999509137640917,-19.858874345238775
11,-16.999509137640917,-19.84239892796231
12,-16.999509137640917,-19.825370329067912
13,-16.999509137640917,-19.807750411383157
14,-16.999509137640917,-19.789496976103134
15,-16.999509137640917,-19.77056316755138
16,-16.999509137640917,-19.750896765205955
17,-16.999509137640917,-19.7304393364581
18,-16.999509137640917,-19.709125216014233
19,-16.999509137640917,-19.686880267740566
20,-16.999509137640917,-19.66362037107134
21,-16.999509137640917,-19.6392495553814
22,-16.999509137640917,-19.613657679778193
23,-16.999509137640917,-19.586717519314746
24,-16.999509137640917,-19.55828106664321
25,-16.999509137640917,-19.52817478279652
26,-16.999509137640917,-19.49619341966921
27,-16.999509137640917,-19.46209186965744
28,-16.999509137640917,-19.425574241158476
29,-16.999509137640917,-19.386278954660778
30,-16.999509137640917,-19.34375800156517
31,-16.999509137640917,-19.297447422015505
32,-16.999509137640917,-19.246624190071536
33,-16.999509137640917,-19.19034135786587
34,-16.999509137640917,-19.127327089100614
35,-16.999509137640917,-19.055821031138365
36,-16.999509137640917,-18.973296257257797
37,-16.999509137640917,-18.875959427234918
38,-16.999509137640917,-18.75779082870471
39,-16.999509137640917,-18.60855922619452
40,-16.999509137640917,-18.40945225029117
41,-16.999509137640917,-18.124225477932484
42,-16.999509137640917,-17.70512057818589
43,-16.999509137640917,-17.275951604076376
44,-16.999509137640917,-17.08055536231497
45,-16.999509137640917,-17.022441837379265
46,-16.999509137640917,-17.006227215093165
47,-16.999509137640917,-17.00172740903925
48,-16.999509137640917,-17.00047916620592
49,-16.999509137640917,-17.00013291572959
50,-16.999509137640917,-17.000036869437928
51,-16.999509137640917,-17.00001022719766
52,-16.999509137640917,-17.000002836917997
53,-16.999509137640917,-17.000000786931473
54,-16.999509137640917,-17.00000021828658
55,-16.999509137640917,-17.00000006055042
56,-16.999509137640917,-17.000000016796054
57,-16.999509137640917,-17.000000004659054
58,-16.999509137640917,-17.000000001292374
59,-16.999509137640917,-17.00000000035849
60,-16.999509137640917,-17.00000000009944
61,-16.999509137640917,-17.00000000002758
62,-16.999509137640917,-17.000000000007653
63,-16.999509137640917,-17.00000000000212
64,-16.999509137640917,-17.000000000000586
65,-16.999509137640917,-17.000000000000163
66,-16.999509137640917,-17.000000000000043
67,-16.999509137640917,-17.000000000000032
68,-16.999509137640917,-17.000000000000032
69,-16.999509137640917,-17.000000000000032
70,-16.999509137640917,-17.000000000000032
71,-16.999509137640917,-17.000000000000032
72,-16.999509137640917,-17.000000000000032
73,-16.999509137640917,-17.000000000000032
74,-16.999509137640917,-17.000000000000032
75,-16.999509137640917,-17.000000000000032
76,-16.999509137640917,-17.000000000000032
77,-16.999509137640917,-17.000000000000032
78,-16.999509137640917,-17.000000000000032
79,-16.999509137640917,-17.000000000000032
80,-16.999509137640917,-17.000000000000032
81,-16.999509137640917,-17.000000000000032
82,-16.999509137640917,-17.000000000000032
83,-16.999509137640917,-17.000000000000032
84,-16.999509137640917,-17.000000000000032
